index,query,_id,_score,name,pathway,symbol,notfound
157,ENSG00000173530,8793,20.50556,TNF receptor superfamily member 10d,"{'reactome': [{'id': 'R-HSA-109582', 'name': 'Hemostasis'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-202733', 'name': 'Cell surface interactions at the vascular wall'}, {'id': 'R-HSA-212436', 'name': 'Generic Transcription Pathway'}, {'id': 'R-HSA-3700989', 'name': 'Transcriptional Regulation by TP53'}, {'id': 'R-HSA-5633008', 'name': 'TP53 Regulates Transcription of Cell Death Genes'}, {'id': 'R-HSA-6803211', 'name': 'TP53 Regulates Transcription of Death Receptors and Ligands'}, {'id': 'R-HSA-73857', 'name': 'RNA Polymerase II Transcription'}, {'id': 'R-HSA-73887', 'name': 'Death Receptor Signalling'}, {'id': 'R-HSA-74160', 'name': 'Gene expression (Transcription)'}, {'id': 'R-HSA-75158', 'name': 'TRAIL  signaling'}]}",TNFRSF10D,
159,ENSG00000103811,1512,21.297321,cathepsin H,"{'reactome': [{'id': 'R-HSA-1280218', 'name': 'Adaptive Immune System'}, {'id': 'R-HSA-168249', 'name': 'Innate Immune System'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-2132295', 'name': 'MHC class II antigen presentation'}, {'id': 'R-HSA-392499', 'name': 'Metabolism of proteins'}, {'id': 'R-HSA-5683826', 'name': 'Surfactant metabolism'}, {'id': 'R-HSA-6798695', 'name': 'Neutrophil degranulation'}]}",CTSH,
164,ENSG00000172572,5139,19.985844,phosphodiesterase 3A,"{'reactome': [{'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-372790', 'name': 'Signaling by GPCR'}, {'id': 'R-HSA-388396', 'name': 'GPCR downstream signalling'}, {'id': 'R-HSA-418555', 'name': 'G alpha (s) signalling events'}]}",PDE3A,
165,ENSG00000064692,9627,20.501654,synuclein alpha interacting protein,"{'reactome': [{'id': 'R-HSA-392499', 'name': 'Metabolism of proteins'}, {'id': 'R-HSA-977225', 'name': 'Amyloid fiber formation'}]}",SNCAIP,
166,ENSG00000148175,2040,19.379848,stomatin,"{'reactome': [{'id': 'R-HSA-168249', 'name': 'Innate Immune System'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-2672351', 'name': 'Stimuli-sensing channels'}, {'id': 'R-HSA-382551', 'name': 'Transport of small molecules'}, {'id': 'R-HSA-6798695', 'name': 'Neutrophil degranulation'}, {'id': 'R-HSA-983712', 'name': 'Ion channel transport'}]}",STOM,
167,ENSG00000082397,23136,20.14602,erythrocyte membrane protein band 4.1 like 3,"{'reactome': [{'id': 'R-HSA-112316', 'name': 'Neuronal System'}, {'id': 'R-HSA-6794361', 'name': 'Neurexins and neuroligins'}, {'id': 'R-HSA-6794362', 'name': 'Protein-protein interactions at synapses'}]}",EPB41L3,
168,ENSG00000121316,79887,20.05693,phospholipase B domain containing 1,"{'reactome': [{'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-1482788', 'name': 'Acyl chain remodelling of PC'}, {'id': 'R-HSA-1482839', 'name': 'Acyl chain remodelling of PE'}, {'id': 'R-HSA-1482922', 'name': 'Acyl chain remodelling of PI'}, {'id': 'R-HSA-1483115', 'name': 'Hydrolysis of LPC'}, {'id': 'R-HSA-1483206', 'name': 'Glycerophospholipid biosynthesis'}, {'id': 'R-HSA-1483257', 'name': 'Phospholipid metabolism'}, {'id': 'R-HSA-556833', 'name': 'Metabolism of lipids'}]}",PLBD1,
171,ENSG00000163738,441024,19.6594,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like,"{'reactome': [{'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-196757', 'name': 'Metabolism of folate and pterines'}, {'id': 'R-HSA-196849', 'name': 'Metabolism of water-soluble vitamins and cofactors'}, {'id': 'R-HSA-196854', 'name': 'Metabolism of vitamins and cofactors'}]}",MTHFD2L,
172,ENSG00000120885,1191,19.374075,clusterin,"{'reactome': [{'id': 'R-HSA-109582', 'name': 'Hemostasis'}, {'id': 'R-HSA-114608', 'name': 'Platelet degranulation '}, {'id': 'R-HSA-166658', 'name': 'Complement cascade'}, {'id': 'R-HSA-166665', 'name': 'Terminal pathway of complement'}, {'id': 'R-HSA-168249', 'name': 'Innate Immune System'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-6803157', 'name': 'Antimicrobial peptides'}, {'id': 'R-HSA-76002', 'name': 'Platelet activation, signaling and aggregation'}, {'id': 'R-HSA-76005', 'name': 'Response to elevated platelet cytosolic Ca2+'}, {'id': 'R-HSA-977606', 'name': 'Regulation of Complement cascade'}]}",CLU,
173,ENSG00000140538,4916,19.964523,neurotrophic receptor tyrosine kinase 3,"{'reactome': [{'id': 'R-HSA-112316', 'name': 'Neuronal System'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-166520', 'name': 'Signaling by NTRKs'}, {'id': 'R-HSA-166520', 'name': 'Signaling by NTRKs'}, {'id': 'R-HSA-388844', 'name': 'Receptor-type tyrosine-protein phosphatases'}, {'id': 'R-HSA-6794362', 'name': 'Protein-protein interactions at synapses'}, {'id': 'R-HSA-9006934', 'name': 'Signaling by Receptor Tyrosine Kinases'}, {'id': 'R-HSA-9006934', 'name': 'Signaling by Receptor Tyrosine Kinases'}, {'id': 'R-HSA-9034013', 'name': 'NTF3 activates NTRK3 signaling'}, {'id': 'R-HSA-9034013', 'name': 'NTF3 activates NTRK3 signaling'}, {'id': 'R-HSA-9034015', 'name': 'Signaling by NTRK3 (TRKC)'}, {'id': 'R-HSA-9034015', 'name': 'Signaling by NTRK3 (TRKC)'}, {'id': 'R-HSA-9034793', 'name': 'Activated NTRK3 signals through PLCG1'}, {'id': 'R-HSA-9034793', 'name': 'Activated NTRK3 signals through PLCG1'}, {'id': 'R-HSA-9034864', 'name': 'Activated NTRK3 signals through RAS'}, {'id': 'R-HSA-9603381', 'name': 'Activated NTRK3 signals through PI3K'}, {'id': 'R-HSA-9603381', 'name': 'Activated NTRK3 signals through PI3K'}, {'id': 'R-HSA-9603505', 'name': 'NTRK3 as a dependence receptor'}]}",NTRK3,
176,ENSG00000188906,120892,19.285269,leucine rich repeat kinase 2,"{'reactome': [{'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-8848021', 'name': 'Signaling by PTK6'}, {'id': 'R-HSA-8857538', 'name': 'PTK6 promotes HIF1A stabilization'}, {'id': 'R-HSA-9006927', 'name': 'Signaling by Non-Receptor Tyrosine Kinases'}]}",LRRK2,
178,ENSG00000070404,10272,19.685114,follistatin like 3,"{'reactome': [{'id': 'R-HSA-1502540', 'name': 'Signaling by Activin'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-2473224', 'name': 'Antagonism of Activin by Follistatin'}, {'id': 'R-HSA-381426', 'name': 'Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)'}, {'id': 'R-HSA-392499', 'name': 'Metabolism of proteins'}, {'id': 'R-HSA-597592', 'name': 'Post-translational protein modification'}, {'id': 'R-HSA-8957275', 'name': 'Post-translational protein phosphorylation'}, {'id': 'R-HSA-9006936', 'name': 'Signaling by TGF-beta family members'}]}",FSTL3,
181,ENSG00000059573,5832,19.372458,aldehyde dehydrogenase 18 family member A1,"{'reactome': [{'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-71291', 'name': 'Metabolism of amino acids and derivatives'}, {'id': 'R-HSA-8964539', 'name': 'Glutamate and glutamine metabolism'}]}",ALDH18A1,
182,ENSG00000149485,3992,21.124077,fatty acid desaturase 1,"{'reactome': [{'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-1989781', 'name': 'PPARA activates gene expression'}, {'id': 'R-HSA-2046104', 'name': 'alpha-linolenic (omega3) and linoleic (omega6) acid metabolism'}, {'id': 'R-HSA-2046105', 'name': 'Linoleic acid (LA) metabolism'}, {'id': 'R-HSA-2046106', 'name': 'alpha-linolenic acid (ALA) metabolism'}, {'id': 'R-HSA-400206', 'name': 'Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)'}, {'id': 'R-HSA-556833', 'name': 'Metabolism of lipids'}, {'id': 'R-HSA-8978868', 'name': 'Fatty acid metabolism'}]}",FADS1,
186,ENSG00000155657,7273,19.044447,titin,"{'reactome': [{'id': 'R-HSA-109582', 'name': 'Hemostasis'}, {'id': 'R-HSA-114608', 'name': 'Platelet degranulation '}, {'id': 'R-HSA-390522', 'name': 'Striated Muscle Contraction'}, {'id': 'R-HSA-397014', 'name': 'Muscle contraction'}, {'id': 'R-HSA-76002', 'name': 'Platelet activation, signaling and aggregation'}, {'id': 'R-HSA-76005', 'name': 'Response to elevated platelet cytosolic Ca2+'}]}",TTN,
187,ENSG00000162409,5563,19.690845,protein kinase AMP-activated catalytic subunit alpha 2,"{'reactome': [{'id': 'R-HSA-112314', 'name': 'Neurotransmitter receptors and postsynaptic signal transmission'}, {'id': 'R-HSA-112315', 'name': 'Transmission across Chemical Synapses'}, {'id': 'R-HSA-112316', 'name': 'Neuronal System'}, {'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-1445148', 'name': 'Translocation of SLC2A4 (GLUT4) to the plasma membrane'}, {'id': 'R-HSA-1592230', 'name': 'Mitochondrial biogenesis'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-1632852', 'name': 'Macroautophagy'}, {'id': 'R-HSA-1632852', 'name': 'Macroautophagy'}, {'id': 'R-HSA-163680', 'name': 'AMPK inhibits chREBP transcriptional activation activity'}, {'id': 'R-HSA-163680', 'name': 'AMPK inhibits chREBP transcriptional activation activity'}, {'id': 'R-HSA-163685', 'name': 'Integration of energy metabolism'}, {'id': 'R-HSA-163685', 'name': 'Integration of energy metabolism'}, {'id': 'R-HSA-165159', 'name': 'mTOR signalling'}, {'id': 'R-HSA-1852241', 'name': 'Organelle biogenesis and maintenance'}, {'id': 'R-HSA-199991', 'name': 'Membrane Trafficking'}, {'id': 'R-HSA-200425', 'name': 'Import of palmitoyl-CoA into the mitochondrial matrix'}, {'id': 'R-HSA-212436', 'name': 'Generic Transcription Pathway'}, {'id': 'R-HSA-2151209', 'name': 'Activation of PPARGC1A (PGC-1alpha) by phosphorylation'}, {'id': 'R-HSA-3700989', 'name': 'Transcriptional Regulation by TP53'}, {'id': 'R-HSA-380972', 'name': 'Energy dependent regulation of mTOR by LKB1-AMPK'}, {'id': 'R-HSA-438064', 'name': 'Post NMDA receptor activation events'}, {'id': 'R-HSA-442755', 'name': 'Activation of NMDA receptors and postsynaptic events'}, {'id': 'R-HSA-556833', 'name': 'Metabolism of lipids'}, {'id': 'R-HSA-5628897', 'name': 'TP53 Regulates Metabolic Genes'}, {'id': 'R-HSA-5633007', 'name': 'Regulation of TP53 Activity'}, {'id': 'R-HSA-5653656', 'name': 'Vesicle-mediated transport'}, {'id': 'R-HSA-6804756', 'name': 'Regulation of TP53 Activity through Phosphorylation'}, {'id': 'R-HSA-73857', 'name': 'RNA Polymerase II Transcription'}, {'id': 'R-HSA-74160', 'name': 'Gene expression (Transcription)'}, {'id': 'R-HSA-8978868', 'name': 'Fatty acid metabolism'}, {'id': 'R-HSA-9612973', 'name': 'Autophagy'}, {'id': 'R-HSA-9612973', 'name': 'Autophagy'}, {'id': 'R-HSA-9613354', 'name': 'Lipophagy'}, {'id': 'R-HSA-9613354', 'name': 'Lipophagy'}, {'id': 'R-HSA-9619483', 'name': 'Activation of AMPK downstream of NMDARs'}]}",PRKAA2,
189,ENSG00000182551,55256,20.509266,acireductone dioxygenase 1,"{'reactome': [{'id': 'R-HSA-1237112', 'name': 'Methionine salvage pathway'}, {'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-1614635', 'name': 'Sulfur amino acid metabolism'}, {'id': 'R-HSA-71291', 'name': 'Metabolism of amino acids and derivatives'}]}",ADI1,
190,ENSG00000119408,10783,19.975172,NIMA related kinase 6,"{'reactome': [{'id': 'R-HSA-1640170', 'name': 'Cell Cycle'}, {'id': 'R-HSA-2980766', 'name': 'Nuclear Envelope Breakdown'}, {'id': 'R-HSA-2980767', 'name': 'Activation of NIMA Kinases NEK9, NEK6, NEK7'}, {'id': 'R-HSA-3301854', 'name': 'Nuclear Pore Complex (NPC) Disassembly'}, {'id': 'R-HSA-68875', 'name': 'Mitotic Prophase'}, {'id': 'R-HSA-68886', 'name': 'M Phase'}, {'id': 'R-HSA-69278', 'name': 'Cell Cycle, Mitotic'}]}",NEK6,
191,ENSG00000135821,2752,20.590776,glutamate-ammonia ligase,"{'reactome': [{'id': 'R-HSA-112313', 'name': 'Neurotransmitter uptake and metabolism In glial cells'}, {'id': 'R-HSA-112315', 'name': 'Transmission across Chemical Synapses'}, {'id': 'R-HSA-112316', 'name': 'Neuronal System'}, {'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-210455', 'name': 'Astrocytic Glutamate-Glutamine Uptake And Metabolism'}, {'id': 'R-HSA-71291', 'name': 'Metabolism of amino acids and derivatives'}, {'id': 'R-HSA-8964539', 'name': 'Glutamate and glutamine metabolism'}]}",GLUL,
194,ENSG00000138640,10144,20.585365,family with sequence similarity 13 member A,"{'reactome': [{'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-194315', 'name': 'Signaling by Rho GTPases'}, {'id': 'R-HSA-194840', 'name': 'Rho GTPase cycle'}]}",FAM13A,
195,ENSG00000130595,7140,20.003197,"troponin T3, fast skeletal type","{'reactome': [{'id': 'R-HSA-390522', 'name': 'Striated Muscle Contraction'}, {'id': 'R-HSA-397014', 'name': 'Muscle contraction'}]}",TNNT3,
196,ENSG00000113532,7903,19.981592,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4","{'reactome': [{'id': 'R-HSA-1266738', 'name': 'Developmental Biology'}, {'id': 'R-HSA-375165', 'name': 'NCAM signaling for neurite out-growth'}, {'id': 'R-HSA-392499', 'name': 'Metabolism of proteins'}, {'id': 'R-HSA-4085001', 'name': 'Sialic acid metabolism'}, {'id': 'R-HSA-419037', 'name': 'NCAM1 interactions'}, {'id': 'R-HSA-422475', 'name': 'Axon guidance'}, {'id': 'R-HSA-446193', 'name': 'Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein'}, {'id': 'R-HSA-446203', 'name': 'Asparagine N-linked glycosylation'}, {'id': 'R-HSA-446219', 'name': 'Synthesis of substrates in N-glycan biosythesis'}, {'id': 'R-HSA-597592', 'name': 'Post-translational protein modification'}]}",ST8SIA4,
197,ENSG00000166562,90701,20.523514,"SEC11 homolog C, signal peptidase complex subunit","{'reactome': [{'id': 'R-HSA-1799339', 'name': 'SRP-dependent cotranslational protein targeting to membrane'}, {'id': 'R-HSA-2980736', 'name': 'Peptide hormone metabolism'}, {'id': 'R-HSA-2980736', 'name': 'Peptide hormone metabolism'}, {'id': 'R-HSA-381771', 'name': 'Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)'}, {'id': 'R-HSA-392499', 'name': 'Metabolism of proteins'}, {'id': 'R-HSA-392499', 'name': 'Metabolism of proteins'}, {'id': 'R-HSA-400508', 'name': 'Incretin synthesis, secretion, and inactivation'}, {'id': 'R-HSA-400511', 'name': 'Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)'}, {'id': 'R-HSA-422085', 'name': 'Synthesis, secretion, and deacylation of Ghrelin'}, {'id': 'R-HSA-72766', 'name': 'Translation'}]}",SEC11C,
198,ENSG00000164056,10252,20.52549,sprouty RTK signaling antagonist 1,"{'reactome': [{'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-177929', 'name': 'Signaling by EGFR'}, {'id': 'R-HSA-182971', 'name': 'EGFR downregulation'}, {'id': 'R-HSA-9006934', 'name': 'Signaling by Receptor Tyrosine Kinases'}]}",SPRY1,
202,ENSG00000157107,115548,19.30144,FCH and mu domain containing endocytic adaptor 2,"{'reactome': [{'id': 'R-HSA-199991', 'name': 'Membrane Trafficking'}, {'id': 'R-HSA-5653656', 'name': 'Vesicle-mediated transport'}, {'id': 'R-HSA-8856825', 'name': 'Cargo recognition for clathrin-mediated endocytosis'}, {'id': 'R-HSA-8856828', 'name': 'Clathrin-mediated endocytosis'}]}",FCHO2,
203,ENSG00000181274,23401,19.658031,FRAT regulator of WNT signaling pathway 2,"{'reactome': [{'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-195253', 'name': 'Degradation of beta-catenin by the destruction complex'}, {'id': 'R-HSA-195721', 'name': 'Signaling by WNT'}, {'id': 'R-HSA-196299', 'name': 'Beta-catenin phosphorylation cascade'}, {'id': 'R-HSA-201681', 'name': 'TCF dependent signaling in response to WNT'}, {'id': 'R-HSA-4641262', 'name': 'Disassembly of the destruction complex and recruitment of AXIN to the membrane'}]}",FRAT2,
204,ENSG00000188042,10123,19.988379,ADP ribosylation factor like GTPase 4C,"{'reactome': [{'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-9006931', 'name': 'Signaling by Nuclear Receptors'}, {'id': 'R-HSA-9024446', 'name': 'NR1H2 and NR1H3-mediated signaling'}, {'id': 'R-HSA-9029569', 'name': 'NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux'}]}",ARL4C,
207,ENSG00000163995,84448,19.594473,actin binding LIM protein family member 2,"{'reactome': [{'id': 'R-HSA-1266738', 'name': 'Developmental Biology'}, {'id': 'R-HSA-373752', 'name': 'Netrin-1 signaling'}, {'id': 'R-HSA-418885', 'name': 'DCC mediated attractive signaling'}, {'id': 'R-HSA-422475', 'name': 'Axon guidance'}]}",ABLIM2,
208,ENSG00000185432,25840,20.523548,methyltransferase like 7A,"{'reactome': [{'id': 'R-HSA-168249', 'name': 'Innate Immune System'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-6798695', 'name': 'Neutrophil degranulation'}]}",METTL7A,
209,ENSG00000109738,2743,19.597954,glycine receptor beta,"{'reactome': [{'id': 'R-HSA-112314', 'name': 'Neurotransmitter receptors and postsynaptic signal transmission'}, {'id': 'R-HSA-112315', 'name': 'Transmission across Chemical Synapses'}, {'id': 'R-HSA-112316', 'name': 'Neuronal System'}]}",GLRB,
210,ENSG00000159110,3455,19.59884,interferon alpha and beta receptor subunit 2,"{'reactome': [{'id': 'R-HSA-1280215', 'name': 'Cytokine Signaling in Immune system'}, {'id': 'R-HSA-1280215', 'name': 'Cytokine Signaling in Immune system'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-909733', 'name': 'Interferon alpha/beta signaling'}, {'id': 'R-HSA-909733', 'name': 'Interferon alpha/beta signaling'}, {'id': 'R-HSA-912694', 'name': 'Regulation of IFNA signaling'}, {'id': 'R-HSA-912694', 'name': 'Regulation of IFNA signaling'}, {'id': 'R-HSA-913531', 'name': 'Interferon Signaling'}, {'id': 'R-HSA-913531', 'name': 'Interferon Signaling'}]}",IFNAR2,
212,ENSG00000119711,4329,19.613226,aldehyde dehydrogenase 6 family member A1,"{'reactome': [{'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-70895', 'name': 'Branched-chain amino acid catabolism'}, {'id': 'R-HSA-71291', 'name': 'Metabolism of amino acids and derivatives'}]}",ALDH6A1,
214,ENSG00000173546,1464,20.469358,chondroitin sulfate proteoglycan 4,"{'reactome': [{'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-1630316', 'name': 'Glycosaminoglycan metabolism'}, {'id': 'R-HSA-1638091', 'name': 'Heparan sulfate/heparin (HS-GAG) metabolism'}, {'id': 'R-HSA-1643685', 'name': 'Disease'}, {'id': 'R-HSA-1793185', 'name': 'Chondroitin sulfate/dermatan sulfate metabolism'}, {'id': 'R-HSA-1971475', 'name': 'A tetrasaccharide linker sequence is required for GAG synthesis'}, {'id': 'R-HSA-2022870', 'name': 'Chondroitin sulfate biosynthesis'}, {'id': 'R-HSA-2022923', 'name': 'Dermatan sulfate biosynthesis'}, {'id': 'R-HSA-2024101', 'name': 'CS/DS degradation'}, {'id': 'R-HSA-3560782', 'name': 'Diseases associated with glycosaminoglycan metabolism'}, {'id': 'R-HSA-3560783', 'name': 'Defective B4GALT7 causes EDS, progeroid type'}, {'id': 'R-HSA-3560801', 'name': 'Defective B3GAT3 causes JDSSDHD'}, {'id': 'R-HSA-3595172', 'name': 'Defective CHST3 causes SEDCJD'}, {'id': 'R-HSA-3595174', 'name': 'Defective CHST14 causes EDS, musculocontractural type'}, {'id': 'R-HSA-3595177', 'name': 'Defective CHSY1 causes TPBS'}, {'id': 'R-HSA-3781865', 'name': 'Diseases of glycosylation'}, {'id': 'R-HSA-4420332', 'name': 'Defective B3GALT6 causes EDSP2 and SEMDJL1'}, {'id': 'R-HSA-71387', 'name': 'Metabolism of carbohydrates'}]}",CSPG4,
